id,title,release_date,year,runtime,genres,rated,country,actors,director,writers,awards,box_office,ratings
tt0064126,French Intrigue,01 Dec 1974,1970,95,"Action,Crime,Drama",R,"France, Italy, West Germany","Serge Gainsbourg, Jane Birkin, Paul Nicholas, Gabriele Ferzetti",Pierre Koralnik,"F.S. Gilbert (based on the novel ""Et puis s'en vont..."" by), Franz-André Burguet (adaptation), Pierre Koralnik (adaptation), Franz-André Burguet (dialogue)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]"
tt0064283,An Elephant Called Slowly,16 Oct 1970,1970,91,"Action,Adventure,Comedy",G,UK,"Virginia McKenna, Bill Travers, Vinay Inambar, Joab Collins",James Hill,"Bill Travers, James Hill",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
tt0064321,The Female Bunch,01 Sep 1971,1971,86,"Action,Crime,Drama",R,USA,"Lon Chaney Jr., Russ Tamblyn, Jennifer Bishop, Aleshia Brevard","Al Adamson, John 'Bud' Cardos","Raphael Nussbaum (story), Jale Lockwood (screenplay), Brent Nimrod (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}]"
tt0064451,A Touch of Zen,18 Nov 1971,1971,200,"Action,Adventure,Drama",Not Rated,"Taiwan, Hong Kong","Feng Hsu, Chun Shih, Ying Bai, Billy Chan",King Hu,"King Hu, Songling Pu (story)",2 wins & 1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]"
tt0064649,The McMasters,01 Sep 1971,1970,90,"Action,Drama,Western",GP,USA,"Burl Ives, Brock Peters, David Carradine, Nancy Kwan",Alf Kjellin,Harold Jacob Smith (screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
tt0064741,Nu xia mai ren tou,N/A,1970,86,"Action,Adventure",Not Rated,Hong Kong,"Chiao Chiao, Liang Chen, Hsieh Wang, Miao Ching",Chang-hwa Jeong,I. Fang Yeh,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
tt0064746,OSS 117 prend des vacances,04 Feb 1970,1970,90,"Action,Adventure",N/A,"France, Brazil, Italy","Luc Merenda, Edwige Feuillère, Elsa Martinelli, Geneviève Grad",Pierre Kalfon,"Jean Bruce (novel), Jean Bruce (screenplay), Josette Bruce (novel), Pierre Kalfon (screenplay), Pierre Philippe (dialogue)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
tt0064930,Santo vs. Blue Demon in Atlantis,16 Jul 1970,1970,85,"Action,Adventure,Mystery",N/A,Mexico,"Santo, Blue Demon, Ivan J. Rado, Agustín Martínez Solares",Julián Soler,"Rafael García Travesi (story), Rafael García Travesi, Jesús Sotomayor Martínez",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
tt0064932,Santo and Blue Demon vs. the Monsters,14 May 1970,1970,85,"Action,Adventure,Fantasy",N/A,Mexico,"Santo, Blue Demon, Ivan J. Rado, Carlos Ancira",Gilberto Martínez Solares,"Rafael García Travesi (story and screenplay), Jesús Sotomayor Martínez (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
tt0064933,The World of the Dead,01 Oct 1970,1970,85,"Action,Adventure,Drama",N/A,Mexico,"Santo, Blue Demon, Pilar Pellicer, Carlos León",Gilberto Martínez Solares,"Rafael García Travesi (story and screenplay), Jesús Sotomayor Martínez (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
tt0064945,Schwarzer Nerz auf zarter Haut,N/A,1970,87,"Action,Thriller",N/A,West Germany,"Tamara Baroni, Erwin Strahl, Herbert Fux, Claus Tinney",Erwin C. Dietrich,"Erwin C. Dietrich (screenplay), Heinz G. Konsalik (novel)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]"
tt0065171,The Vengeance of the Vampire Women,24 Dec 1970,1970,85,"Action,Adventure,Fantasy",N/A,Mexico,"Santo, Norma Lazareno, Gina Romand, Aldo Monti",Federico Curiel,"Jorge García Besné (adaptation), Fernando Osés (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]"
tt0065360,...tick... tick... tick...,09 Jan 1970,1970,100,"Action,Drama",G,USA,"Jim Brown, George Kennedy, Fredric March, Lynn Carlin",Ralph Nelson,James Lee Barrett,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
tt0065374,The Adventurers,25 Mar 1970,1970,171,"Action,Adventure,Drama",R,USA,"Charles Aznavour, Alan Badel, Candice Bergen, Thommy Berggren",Lewis Gilbert,"Michael Hastings (screenplay), Lewis Gilbert (screenplay), Harold Robbins (novel)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
tt0065377,Airport,25 Mar 1970,1970,137,"Action,Drama,Thriller",G,USA,"Burt Lancaster, Dean Martin, Jean Seberg, Jacqueline Bisset","George Seaton, Henry Hathaway","Arthur Hailey (from the novel by), George Seaton (written for the screen by)",Won 1 Oscar. Another 4 wins & 19 nominations.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '42/100'}]"
tt0065401,Angel Unchained,13 Apr 1971,1970,86,"Action,Drama,Thriller",PG-13,USA,"Don Stroud, Luke Askew, Larry Bishop, Tyne Daly",Lee Madden,"Jeffrey Alan Fiskin (screenplay), Lee Madden (story), Jeffrey Alan Fiskin (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]"
tt0065405,Angels Die Hard,08 Jul 1970,1970,86,"Action,Drama",R,USA,"Tom Baker, William Smith, Carl Steppling, Frank Leo",Richard Compton,Richard Compton,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]"
tt0065443,Bakumatsu,26 Aug 1970,1970,120,"Action,Adventure,Drama",N/A,Japan,"Kinnosuke Nakamura, Toshirô Mifune, Keiju Kobayashi, Tatsuya Nakadai",Daisuke Itô,"Daisuke Itô, Ryôtarô Shiba (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
tt0065450,Vengeance!,14 May 1970,1970,98,"Action,Drama,Romance",PG-13,Hong Kong,"David Chiang, Lung Ti, Ping Wang, Yen-Ching Ou",Cheh Chang,"Cheh Chang, Kuang Ni",2 wins.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]"
tt0065460,The Beast,12 Sep 1970,1970,89,"Action,Crime,Thriller",N/A,Italy,"Klaus Kinski, Gabriella Giorgelli, Giuseppe Cardillo, Paolo Casella",Mario Costa,"Mario Costa (story), Mario Costa (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]"
tt0065462,Beneath the Planet of the Apes,26 May 1970,1970,95,"Action,Adventure,Sci-Fi",G,USA,"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison",Ted Post,"Paul Dehn (story by), Mort Abrahams (story by), Pierre Boulle (based on characters created by), Paul Dehn (screenplay by)",1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '46/100'}]"
tt0065474,Black Angels,14 Oct 1970,1970,87,"Action,Drama",R,USA,"Des Roberts, John King III, Linda Jackson, James Whitworth",Laurence Merrick,Laurence Merrick,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
tt0065495,Brothers Five,26 Mar 1970,1970,109,"Action,Drama",N/A,Hong Kong,"Pei-Pei Cheng, Han Chin, Yi Chang, Yuen Kao",Wei Lo,"Wei Lo, Kuang Ni",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
tt0065501,A Bullet for Pretty Boy,15 Jul 1970,1970,89,"Action,Biography,Crime",PG,USA,"Fabian, Jocelyn Lane, Astrid Warner, Adam Roarke","Larry Buchanan, Maury Dexter","Tony Huston (story), Larry Buchanan (story), Henry Rosenbaum (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
tt0065511,C.C. & Company,N/A,1970,94,"Action,Comedy,Drama",R,USA,"Joe Namath, Ann-Margret, William Smith, Jennifer Billingsley",Seymour Robbie,Roger Smith (original story and screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]"
tt0065520,Cannon for Cordoba,01 Oct 1970,1970,104,"Action,Romance,Western",PG-13,USA,"George Peppard, Giovanna Ralli, Raf Vallone, Pete Duel",Paul Wendkos,Stephen Kandel,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
tt0065538,Chanoc contra el tigre y el vampiro,03 Feb 1972,1972,85,"Action,Adventure,Horror",N/A,Mexico,"Germán Valdés, Gregorio Casal, Lina Marín, Aurora Clavel",Gilberto Martínez Solares,"Raúl Martínez Solares (story and screenplay), Rafael Pérez Grovas (story and screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
tt0065539,Chanoc en las garras de las fieras,05 Nov 1970,1970,88,"Action,Adventure",N/A,Mexico,"Germán Valdés, Gregorio Casal, Letícia Robles, Barbara Angely",Gilberto Martínez Solares,"Raúl Martínez Solares, Rafael Pérez Grovas",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
tt0065543,Chi-zome no daimon,31 Jan 1970,1970,87,"Action,Crime",N/A,Japan,"Bunta Sugawara, Tatsuo Umemiya, Kôji Tsuruta, Junko Miyazono",Kinji Fukasaku,"Kinji Fukasaku (screenplay), Makoto Naitô (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
tt0065555,Violent City,01 Feb 1973,1970,100,"Action,Crime,Thriller",R,"Italy, France","Charles Bronson, Telly Savalas, Jill Ireland, Umberto Orsini",Sergio Sollima,"Dino Maiuri (story), Massimo De Rita (story), Sauro Scavolini (screenplay), Gianfranco Calligarich (screenplay), Lina Wertmüller (screenplay), Sergio Sollima (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
tt0065570,El Condor,06 Sep 1970,1970,102,"Action,Adventure,Romance",R,USA,"Jim Brown, Lee Van Cleef, Patrick O'Neal, Marianna Hill",John Guillermin,"Larry Cohen (screenplay), Steven W. Carabatsos (screenplay), Steven W. Carabatsos (story)",1 win.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
tt0065579,Cotton Comes to Harlem,27 May 1970,1970,97,"Action,Comedy,Crime",R,USA,"Godfrey Cambridge, Raymond St. Jacques, Calvin Lockhart, Judy Pace",Ossie Davis,"Chester Himes (based upon the novel by), Arnold Perl (screenplay), Ossie Davis (screenplay)",1 win & 1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
tt0065610,Darker Than Amber,28 Sep 1970,1970,96,"Action,Drama,Mystery",R,USA,"Rod Taylor, Theodore Bikel, Suzy Kendall, Ahna Capri",Robert Clouse,"John D. MacDonald (novel), Ed Waters (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
tt0065626,Play It Cool,01 Nov 1970,1970,94,"Action,Crime,Drama",N/A,Japan,"Mari Atsumi, Yûsuke Kawazu, Akemi Negishi, Ryoichi Tamagawa",Yasuzô Masumura,"Yoshihiro Ishimatsu, Yasuzô Masumura, Masayuki Tôyama (novel)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]"
tt0065681,Black Lemons,23 Apr 1970,1970,99,"Action,Crime,Drama",N/A,Italy,"Antonio Sabato, Peter Carsten, Silvano Tranquilli, Pier Paolo Capponi",Camillo Bazzoni,"Giovanni Addessi (screenplay), Giovanni Addessi (story), Franco Barbaresi (screenplay), Camillo Bazzoni (screenplay), Yvette Louis (screenplay), Nicola Manzari (screenplay), Fabio Piccioni (dialogue), Fabio Piccioni (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
tt0065688,Zapata,20 Nov 1970,1970,120,"Action,Biography,Drama",N/A,Mexico,"Antonio Aguilar, Armando Acosta, David Alejandro, Mario Almada",Felipe Cazals,"Antonio Aguilar, Ricardo Garibay, Mario Hernández",6 wins.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
tt0065713,Ezo yakata no ketto,01 Jul 1970,1970,131,Action,N/A,Japan,"Yûzô Kayama, Rentarô Mikuni, Shôgo Shimada, Mitsuko Baishô",Kengo Furusawa,"Ryôzô Kasahara, Renzaburô Shibata (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
tt0065720,Figures in a Landscape,22 Mar 1971,1970,110,"Action,Thriller",R,"UK, Spain, USA","Robert Shaw, Malcolm McDowell, Henry Woolf, Christopher Malcolm",Joseph Losey,"Robert Shaw (screenplay), Barry England (from a novel by)",1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
tt0065755,Gamera vs. Jiger,21 Mar 1970,1970,83,"Action,Adventure,Family",Not Rated,Japan,"Tsutomu Takakuwa, Kelly Varis, Katherine Murphy, Kon Ohmura",Noriaki Yuasa,Niisan Takahashi,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
tt0065803,The Angry River,12 May 1971,1971,90,"Action,Adventure",N/A,Hong Kong,"Angela Mao, Yuen Kao, Ying Bai, Shao-Hung Chan",Feng Huang,Feng Huang (screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
tt0065815,The Hard Ride,28 Aug 1972,1971,93,"Action,Drama",GP,USA,"Robert Fuller, Sherry Bain, Tony Russel, William Bonner",Burt Topper,Burt Topper,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
tt0065826,Hell's Bloody Devils,01 Jan 1970,1970,89,"Action,Crime,Drama",GP,USA,"Broderick Crawford, Scott Brady, Kent Taylor, Keith Andes",Al Adamson,Jerry Evans (screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]"
tt0065850,Hornets' Nest,09 Sep 1970,1970,110,"Action,Drama,War",R,"Italy, USA","Rock Hudson, Sylva Koscina, Sergio Fantoni, Giacomo Rossi Stuart","Phil Karlson, Franco Cirino","S.S. Schweitzer (story), Stanley Colbert (story), S.S. Schweitzer (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
tt0065932,Blind Woman's Curse,06 Aug 1971,1970,85,"Action,Crime,Horror",Not Rated,Japan,"Meiko Kaji, Hoki Tokuda, Makoto Satô, Hideo Sunazuka",Teruo Ishii,"Teruo Ishii, Chûsei Sone",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
tt0065962,Land Raiders,01 Jan 1970,1970,101,"Action,Western",M,USA,"Telly Savalas, George Maharis, Arlene Dahl, Janet Landgard",Nathan Juran,"Jesse Lasky Jr. (story), Ken Pettus (screenplay), Ken Pettus (story), Pat Silver (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
tt0065966,The Last Escape,06 May 1970,1970,90,"Action,Drama,War",G,USA,"Stuart Whitman, John Collin, Martin Jarvis, Pinkas Braun",Walter Grauman,"John C. Champion (story), Herman Hoffman",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]"
tt0065973,Summer Love,03 Sep 1970,1970,92,"Action,Crime,Drama",N/A,Italy,"Lang Jeffries, Erna Schurer, Maurizio Bonuglia, Edwige Fenech",Osvaldo Civirani,"Tito Carpi, Osvaldo Civirani",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
tt0065975,Churchill's Leopards,14 Aug 1970,1970,84,"Action,Thriller,War",N/A,"Italy, Spain","Richard Harrison, Pilar Velázquez, Giacomo Rossi Stuart, Frank Braña",Maurizio Pradeaux,"Federico De Urrutia, Arpad DeRiso, Maurizio Pradeaux (screenplay), Maurizio Pradeaux (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
tt0065999,The Hammer of God,01 Jun 1973,1970,87,"Action,Crime,Drama",R,Hong Kong,"Jimmy Wang Yu, Lieh Lo, Ping Wang, Hsiung Chao",Jimmy Wang Yu,Jimmy Wang Yu,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
tt0066001,The Looking Glass War,08 Feb 1970,1970,108,"Action,Drama,Thriller",M,UK,"Christopher Jones, Pia Degermark, Ralph Richardson, Paul Rogers",Frank Pierson,"John le Carré (based on the book by), John le Carré (novel), Frank Pierson (written for the screen by)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]"
tt0066004,Piao xiang jian yu,N/A,1977,93,"Action,Romance",N/A,Taiwan,"Peng Tien, Bao-Yun Tang, Ying Bai, Ping Wang",Chia Li,"Lung Ku (story), Kuang Ni",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
tt0066031,Machibuse,18 Dec 1970,1970,117,"Action,Drama",N/A,Japan,"Toshirô Mifune, Yûjirô Ishihara, Ruriko Asaoka, Shintarô Katsu",Hiroshi Inagaki,"Kyu Fujiki, Ichirô Miyagawa, Hideo Oguni, Hajime Takaiwa",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]"
tt0066064,The McKenzie Break,01 Apr 1971,1970,108,"Action,Drama,War",PG,"Ireland, UK","Brian Keith, Helmut Griem, Ian Hendry, Jack Watson",Lamont Johnson,"William W. Norton (screenplay), Sidney Shelley (novel)",1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
tt0066078,Michael the Brave,N/A,1971,203,"Action,Biography,Drama",N/A,"Romania, France, Italy","Amza Pellea, Ion Besoiu, Olga Tudorache, Irina Gardescu",Sergiu Nicolaescu,Titus Popovici,1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]"
tt0066095,Moonfire,01 Jul 1970,1970,107,"Action,Adventure,Drama",PG,USA,"Richard Egan, Charles Napier, Sonny Liston, Dayton Lummis",Michael Parkhurst,Michael Parkhurst,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
tt0066126,The Losers,17 Jan 1971,1970,95,"Action,Drama,Thriller",R,USA,"William Smith, Bernie Hamilton, Adam Roarke, Houston Savage",Jack Starrett,Alan Caillou,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
tt0066175,Odin iz nas,19 Jan 1971,1971,104,Action,N/A,Soviet Union,"Georgiy Yumatov, Dmitriy Masanov, Valentin Grachyov, Nikolay Grinko",Gennadi Poloka,"Aleksei Nagornyj, Gely Ryabov",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
tt0066210,Coffin Full of Dollars,17 May 1971,1971,83,"Action,Western",N/A,Italy,"Jack Betts, Gordon Mitchell, Ray Saunders, Simonetta Vitelli",Demofilo Fidani,"Demofilo Fidani (screenplay), Alfredo Medori (dialogue), Tonino Ricci (screenplay), Tonino Ricci (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
tt0066228,Los corsarios,10 Aug 1978,1971,102,"Action,Adventure,Comedy",N/A,"Spain, Italy","Dean Reed, Alberto de Mendoza, Annabella Incontrera, Paca Gabaldón",Ferdinando Baldi,"Federico De Urrutia (screenplay), Federico De Urrutia (story), Mario di Nardo (screenplay), Mario di Nardo (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
tt0066230,Bullets Over Dallas,01 Oct 1970,1970,88,"Action,Adventure,Western",N/A,Spain,"Carlos Quiney, Claudia Gravy, Luis Induni, Guillermo Méndez",José María Zabalza,"José María Zabalza (screenplay), José María Zabalza (story)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]"
tt0066241,Prem Pujari,28 Jan 1970,1970,192,"Action,Drama,Musical",N/A,India,"Dev Anand, Waheeda Rehman, Shatrughan Sinha, Zaheeda",Dev Anand,Dev Anand,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
tt0066250,Prom,11 Dec 1970,1970,65,"Action,Thriller",N/A,Poland,"Elzbieta Starostecka, Henryk Abbe, Henryk Bak, Halina Buyno-Loza",Jerzy Afanasjew,"Jerzy Afanasjew, Stanislaw Goszczurny (novel)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
tt0066258,Puppet on a Chain,05 Nov 1971,1971,98,"Action,Thriller",PG,UK,"Sven-Bertil Taube, Barbara Parkins, Alexander Knox, Patrick Allen",Geoffrey Reeve,"Alistair MacLean (screenplay), Paul Wheeler (additional material), Don Sharp (additional material)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
tt0066282,Raj na ziemi,22 May 1970,1970,94,"Action,War",N/A,Poland,"Roman Baranowicz, Halina Buyno-Loza, Sabina Chrominska, Bronislawa Frejtazanka",Zbigniew Kuzminski,"Waclaw Bilinski (screenplay), Waclaw Bilinski (short story), Zbigniew Kuzminski (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}]"
tt0066285,The Ravager,12 Nov 1970,1970,76,"Action,Horror",X,USA,"Pierre Agostino, Jo Long, Lynn Hayes, Luanne Roberts",Charles Nizet,N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]"
tt0066296,The Revolutionary,07 Jan 1971,1970,100,"Action,Drama",R,USA,"Jon Voight, Seymour Cassel, Robert Duvall, Collin Wilcox Paxton",Paul Williams,"Hans Koningsberger (novel), Hans Koningsberger (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
tt0066312,"Rosolino Paternò, soldato...",03 Mar 1970,1970,95,"Action,Comedy,Drama",N/A,"Yugoslavia, Italy","Nino Manfredi, Jason Robards, Peter Falk, Martin Landau",Nanni Loy,"Agenore Incrocci (screenplay), Agenore Incrocci (story), Nanni Loy (dialogue), Furio Scarpelli (dialogue), Furio Scarpelli (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
tt0066350,"You're Jinxed, Friend You've Met Sacramento",13 Apr 1972,1972,99,"Action,Comedy,Western",N/A,Italy,"Ty Hardin, Christian Hay, Jenny Atkins, Giacomo Rossi Stuart",Giorgio Cristallini,Giorgio Cristallini,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]"
tt0066364,Shango,21 Mar 1970,1970,96,"Action,Drama,Western",NOT RATED,Italy,"Anthony Steffen, Eduardo Fajardo, Maurice Poli, Barbara Nelli",Edoardo Mulargia,"Edoardo Mulargia (story and screenplay), Anthony Steffen (story and screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
tt0066371,Step on the Gas,24 Oct 1970,1970,86,"Action,Crime,Drama",N/A,Japan,"Tetsuya Watari, Yoshio Harada, Meiko Kaji, Tsuneya Oki",Toshiya Fujita,"Toshiya Fujita, Hideichi Nagahara",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]"
tt0066375,Shôwa zankyô-den: Shinde moraimasu,22 Sep 1970,1970,93,"Action,Crime",N/A,Japan,"Ken Takakura, Ryô Ikebe, Junko Fuji, Michiko Araki",Masahiro Makino,Morimasa Ohwaku (screenplay),N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]"
tt0066417,Street of a Thousand Pleasures,N/A,1972,76,"Action,Adventure",N/A,USA,"John Tull, Sandy Jackson, Nancy Young, Terry Benford",William Rotsler,Sam Dakota,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
tt0066471,Too Late the Hero,26 Jun 1970,1970,145,"Action,Drama,War",PG,USA,"Michael Caine, Cliff Robertson, Ian Bannen, Harry Andrews",Robert Aldrich,"Robert Aldrich (story), Robert Sherman (story), Robert Aldrich (screenplay), Lukas Heller (screenplay)",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]"
